name,length,avg_gradient,steepest_section,elevation_gain,duration,latitude,longitude,url
Schilberg vanuit Slenaken,De Schilberg vanuit Slenaken is 0.9 kilometer lang.,Het gemiddelde stijgingspercentage van de Schilberg vanuit Slenaken is 6.9%.,De steilste 100 meter van de Schilberg vanuit Slenaken zijn gemiddeld 12.2%.,De top van de Schilberg vanuit Slenaken ligt op 213 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:08:06 over de Schilberg vanuit Slenaken. Bij 11 km/u is de tijd 00:05:09 en bij 15 km/u 00:03:47. Voor de snelste fietsers is 00:02:59 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/schilberg
Kopje van Bloemendaal via Koninginneduinweg,De Kopje van Bloemendaal via Koninginneduinweg is 1.2 kilometer lang.,Het gemiddelde stijgingspercentage van de Kopje van Bloemendaal via Koninginneduinweg is 3.6%.,De steilste 100 meter van de Kopje van Bloemendaal via Koninginneduinweg zijn gemiddeld 9.9%.,De top van de Kopje van Bloemendaal via Koninginneduinweg ligt op 41 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:10:32 over de Kopje van Bloemendaal via Koninginneduinweg. Bij 11 km/u is de tijd 00:06:42 en bij 15 km/u 00:04:55. Voor de snelste fietsers is 00:03:53 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/kopje-van-bloemendaal-noordoost
Kopje van Bloemendaal vanuit Overveen,De Kopje van Bloemendaal vanuit Overveen is 0.6 kilometer lang.,Het gemiddelde stijgingspercentage van de Kopje van Bloemendaal vanuit Overveen is 4.6%.,De steilste 100 meter van de Kopje van Bloemendaal vanuit Overveen zijn gemiddeld 7.6%.,De top van de Kopje van Bloemendaal vanuit Overveen ligt op 41 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:05:20 over de Kopje van Bloemendaal vanuit Overveen. Bij 11 km/u is de tijd 00:03:24 en bij 15 km/u 00:02:29. Voor de snelste fietsers is 00:01:58 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/kopje-van-bloemendaal-zuid
Oude Huls vanuit Simpelveld,De Oude Huls vanuit Simpelveld is 1 kilometer lang.,Het gemiddelde stijgingspercentage van de Oude Huls vanuit Simpelveld is 7.9%.,De steilste 100 meter van de Oude Huls vanuit Simpelveld zijn gemiddeld 12.3%.,De top van de Oude Huls vanuit Simpelveld ligt op 215 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:08:19 over de Oude Huls vanuit Simpelveld. Bij 11 km/u is de tijd 00:05:17 en bij 15 km/u 00:03:53. Voor de snelste fietsers is 00:03:03 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/oude-huls
Sint Pietersberg via Zonnebergweg,De Sint Pietersberg via Zonnebergweg is 0.9 kilometer lang.,Het gemiddelde stijgingspercentage van de Sint Pietersberg via Zonnebergweg is 6.4%.,De steilste 100 meter van de Sint Pietersberg via Zonnebergweg zijn gemiddeld 12.9%.,De top van de Sint Pietersberg via Zonnebergweg ligt op 107 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:07:49 over de Sint Pietersberg via Zonnebergweg. Bij 11 km/u is de tijd 00:04:58 en bij 15 km/u 00:03:39. Voor de snelste fietsers is 00:02:52 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/sint-pietersberg
Diepe Hel / Grote Koningsbelt Zuid,De Diepe Hel / Grote Koningsbelt Zuid is 1.1 kilometer lang.,Het gemiddelde stijgingspercentage van de Diepe Hel / Grote Koningsbelt Zuid is 3.8%.,De steilste 100 meter van de Diepe Hel / Grote Koningsbelt Zuid zijn gemiddeld 9.4%.,De top van de Diepe Hel / Grote Koningsbelt Zuid ligt op 65 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:09:10 over de Diepe Hel / Grote Koningsbelt Zuid. Bij 11 km/u is de tijd 00:05:50 en bij 15 km/u 00:04:17. Voor de snelste fietsers is 00:03:22 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/diepe-hel-grote-koningsbelt-zuid
Hulsberg vanuit Simpelveld,De Hulsberg vanuit Simpelveld is 1 kilometer lang.,Het gemiddelde stijgingspercentage van de Hulsberg vanuit Simpelveld is 7.6%.,De steilste 100 meter van de Hulsberg vanuit Simpelveld zijn gemiddeld 10.9%.,De top van de Hulsberg vanuit Simpelveld ligt op 215 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:08:35 over de Hulsberg vanuit Simpelveld. Bij 11 km/u is de tijd 00:05:27 en bij 15 km/u 00:04:00. Voor de snelste fietsers is 00:03:09 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/hulsberg
Oude Molenstraat,De Oude Molenstraat is 0.1 kilometer lang.,Het gemiddelde stijgingspercentage van de Oude Molenstraat is 14.4%.,De steilste 100 meter van de Oude Molenstraat zijn gemiddeld 14.6%.,De top van de Oude Molenstraat ligt op 148 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:00:53 over de Oude Molenstraat. Bij 11 km/u is de tijd 00:00:34 en bij 15 km/u 00:00:24. Voor de snelste fietsers is 00:00:19 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/oude-molenstraat
Muur van Emmen vanuit Schansstraat,De Muur van Emmen vanuit Schansstraat is 0.3 kilometer lang.,Het gemiddelde stijgingspercentage van de Muur van Emmen vanuit Schansstraat is 6.8%.,De steilste 100 meter van de Muur van Emmen vanuit Schansstraat zijn gemiddeld 8%.,De top van de Muur van Emmen vanuit Schansstraat ligt op 48 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:02:53 over de Muur van Emmen vanuit Schansstraat. Bij 11 km/u is de tijd 00:01:50 en bij 15 km/u 00:01:20. Voor de snelste fietsers is 00:01:03 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/schansstraat-emmen
Adsteeg vanuit Beek,De Adsteeg vanuit Beek is 0.7 kilometer lang.,Het gemiddelde stijgingspercentage van de Adsteeg vanuit Beek is 4.7%.,De steilste 100 meter van de Adsteeg vanuit Beek zijn gemiddeld 8.2%.,De top van de Adsteeg vanuit Beek ligt op 111 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:05:46 over de Adsteeg vanuit Beek. Bij 11 km/u is de tijd 00:03:40 en bij 15 km/u 00:02:41. Voor de snelste fietsers is 00:02:07 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/adsteeg
Oude Kleefsebaan vanuit Wyler,De Oude Kleefsebaan vanuit Wyler is 2.5 kilometer lang.,Het gemiddelde stijgingspercentage van de Oude Kleefsebaan vanuit Wyler is 3%.,De steilste 100 meter van de Oude Kleefsebaan vanuit Wyler zijn gemiddeld 6.4%.,De top van de Oude Kleefsebaan vanuit Wyler ligt op 91 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:21:21 over de Oude Kleefsebaan vanuit Wyler. Bij 11 km/u is de tijd 00:13:35 en bij 15 km/u 00:09:57. Voor de snelste fietsers is 00:07:51 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/oude-kleefsebaan
De Knobbel / Woldberg vanuit 't Harde,De De Knobbel / Woldberg vanuit 't Harde is 2.5 kilometer lang.,Het gemiddelde stijgingspercentage van de De Knobbel / Woldberg vanuit 't Harde is 1.9%.,De steilste 100 meter van de De Knobbel / Woldberg vanuit 't Harde zijn gemiddeld 4.7%.,De top van de De Knobbel / Woldberg vanuit 't Harde ligt op 61 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:21:40 over de De Knobbel / Woldberg vanuit 't Harde. Bij 11 km/u is de tijd 00:13:47 en bij 15 km/u 00:10:06. Voor de snelste fietsers is 00:07:58 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/woldberg
Torenberg vanuit Apeldoorn,De Torenberg vanuit Apeldoorn is 6.1 kilometer lang.,Het gemiddelde stijgingspercentage van de Torenberg vanuit Apeldoorn is 1.5%.,De steilste 100 meter van de Torenberg vanuit Apeldoorn zijn gemiddeld 5.1%.,De top van de Torenberg vanuit Apeldoorn ligt op 107 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:52:02 over de Torenberg vanuit Apeldoorn. Bij 11 km/u is de tijd 00:33:07 en bij 15 km/u 00:24:17. Voor de snelste fietsers is 00:19:10 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/torenberg
Snijdersberg,De Snijdersberg is 0.9 kilometer lang.,Het gemiddelde stijgingspercentage van de Snijdersberg is 6%.,De steilste 100 meter van de Snijdersberg zijn gemiddeld 13.7%.,De top van de Snijdersberg ligt op 107 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:08:04 over de Snijdersberg. Bij 11 km/u is de tijd 00:05:08 en bij 15 km/u 00:03:46. Voor de snelste fietsers is 00:02:58 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/snijdersberg
Lange Juffer vanuit Ellecom,De Lange Juffer vanuit Ellecom is 5.7 kilometer lang.,Het gemiddelde stijgingspercentage van de Lange Juffer vanuit Ellecom is 1.7%.,De steilste 100 meter van de Lange Juffer vanuit Ellecom zijn gemiddeld 7.9%.,De top van de Lange Juffer vanuit Ellecom ligt op 96 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:48:48 over de Lange Juffer vanuit Ellecom. Bij 11 km/u is de tijd 00:31:03 en bij 15 km/u 00:22:46. Voor de snelste fietsers is 00:17:58 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/lange-juffer
Eperheide vanuit Epen,De Eperheide vanuit Epen is 1.4 kilometer lang.,Het gemiddelde stijgingspercentage van de Eperheide vanuit Epen is 5.7%.,De steilste 100 meter van de Eperheide vanuit Epen zijn gemiddeld 8.4%.,De top van de Eperheide vanuit Epen ligt op 225 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:12:20 over de Eperheide vanuit Epen. Bij 11 km/u is de tijd 00:07:51 en bij 15 km/u 00:05:45. Voor de snelste fietsers is 00:04:32 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/eperheide
Trintelerberg vanuit Eys,De Trintelerberg vanuit Eys is 2.1 kilometer lang.,Het gemiddelde stijgingspercentage van de Trintelerberg vanuit Eys is 4.4%.,De steilste 100 meter van de Trintelerberg vanuit Eys zijn gemiddeld 7.7%.,De top van de Trintelerberg vanuit Eys ligt op 203 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:18:21 over de Trintelerberg vanuit Eys. Bij 11 km/u is de tijd 00:11:40 en bij 15 km/u 00:08:33. Voor de snelste fietsers is 00:06:45 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/trintelerberg
Dikkebuiksweg via Leienhuisweg,De Dikkebuiksweg via Leienhuisweg is 2 kilometer lang.,Het gemiddelde stijgingspercentage van de Dikkebuiksweg via Leienhuisweg is 4.7%.,De steilste 100 meter van de Dikkebuiksweg via Leienhuisweg zijn gemiddeld 10.6%.,De top van de Dikkebuiksweg via Leienhuisweg ligt op 181 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:17:06 over de Dikkebuiksweg via Leienhuisweg. Bij 11 km/u is de tijd 00:10:53 en bij 15 km/u 00:07:59. Voor de snelste fietsers is 00:06:18 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/dikkebuiksweg
Peeskesbult vanuit Beek,De Peeskesbult vanuit Beek is 0.9 kilometer lang.,Het gemiddelde stijgingspercentage van de Peeskesbult vanuit Beek is 5.5%.,De steilste 100 meter van de Peeskesbult vanuit Beek zijn gemiddeld 8.3%.,De top van de Peeskesbult vanuit Beek ligt op 73 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:08:06 over de Peeskesbult vanuit Beek. Bij 11 km/u is de tijd 00:05:09 en bij 15 km/u 00:03:47. Voor de snelste fietsers is 00:02:59 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/peeskesbult
Ubbergse Holleweg,De Ubbergse Holleweg is 0.6 kilometer lang.,Het gemiddelde stijgingspercentage van de Ubbergse Holleweg is 7.9%.,De steilste 100 meter van de Ubbergse Holleweg zijn gemiddeld 10.7%.,De top van de Ubbergse Holleweg ligt op 66 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:05:33 over de Ubbergse Holleweg. Bij 11 km/u is de tijd 00:03:32 en bij 15 km/u 00:02:35. Voor de snelste fietsers is 00:02:02 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/ubbergse-holleweg
Vrakelberg,De Vrakelberg is 0.6 kilometer lang.,Het gemiddelde stijgingspercentage van de Vrakelberg is 7.7%.,De steilste 100 meter van de Vrakelberg zijn gemiddeld 12.6%.,De top van de Vrakelberg ligt op 177 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:05:06 over de Vrakelberg. Bij 11 km/u is de tijd 00:03:14 en bij 15 km/u 00:02:22. Voor de snelste fietsers is 00:01:52 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/vrakelberg
Bergseweg vanuit Voerendaal,De Bergseweg vanuit Voerendaal is 2.6 kilometer lang.,Het gemiddelde stijgingspercentage van de Bergseweg vanuit Voerendaal is 3.4%.,De steilste 100 meter van de Bergseweg vanuit Voerendaal zijn gemiddeld 8.4%.,De top van de Bergseweg vanuit Voerendaal ligt op 187 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:22:04 over de Bergseweg vanuit Voerendaal. Bij 11 km/u is de tijd 00:14:03 en bij 15 km/u 00:10:18. Voor de snelste fietsers is 00:08:08 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/bergseweg
Nieuwe Holleweg,De Nieuwe Holleweg is 1.1 kilometer lang.,Het gemiddelde stijgingspercentage van de Nieuwe Holleweg is 7.2%.,De steilste 100 meter van de Nieuwe Holleweg zijn gemiddeld 10.4%.,De top van de Nieuwe Holleweg ligt op 94 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:09:11 over de Nieuwe Holleweg. Bij 11 km/u is de tijd 00:05:51 en bij 15 km/u 00:04:17. Voor de snelste fietsers is 00:03:23 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/nieuwe-holleweg
Wolfsberg vanuit Noorbeek,De Wolfsberg vanuit Noorbeek is 1 kilometer lang.,Het gemiddelde stijgingspercentage van de Wolfsberg vanuit Noorbeek is 3.6%.,De steilste 100 meter van de Wolfsberg vanuit Noorbeek zijn gemiddeld 11.6%.,De top van de Wolfsberg vanuit Noorbeek ligt op 186 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:08:41 over de Wolfsberg vanuit Noorbeek. Bij 11 km/u is de tijd 00:05:31 en bij 15 km/u 00:04:03. Voor de snelste fietsers is 00:03:12 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/wolfsberg
Koulenberg vanuit Ransdaal,De Koulenberg vanuit Ransdaal is 0.6 kilometer lang.,Het gemiddelde stijgingspercentage van de Koulenberg vanuit Ransdaal is 6.8%.,De steilste 100 meter van de Koulenberg vanuit Ransdaal zijn gemiddeld 11.6%.,De top van de Koulenberg vanuit Ransdaal ligt op 142 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:04:53 over de Koulenberg vanuit Ransdaal. Bij 11 km/u is de tijd 00:03:06 en bij 15 km/u 00:02:17. Voor de snelste fietsers is 00:01:48 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/koulenberg
Piemert,De Piemert is 1 kilometer lang.,Het gemiddelde stijgingspercentage van de Piemert is 5.3%.,De steilste 100 meter van de Piemert zijn gemiddeld 13.6%.,De top van de Piemert ligt op 195 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:08:57 over de Piemert. Bij 11 km/u is de tijd 00:05:41 en bij 15 km/u 00:04:10. Voor de snelste fietsers is 00:03:18 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/piemert
Boersberg via Fonteinallee,De Boersberg via Fonteinallee is 0.2 kilometer lang.,Het gemiddelde stijgingspercentage van de Boersberg via Fonteinallee is 9.8%.,De steilste 100 meter van de Boersberg via Fonteinallee zijn gemiddeld 13.6%.,De top van de Boersberg via Fonteinallee ligt op 48 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:02:05 over de Boersberg via Fonteinallee. Bij 11 km/u is de tijd 00:01:20 en bij 15 km/u 00:00:58. Voor de snelste fietsers is 00:00:46 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/boersberg
Pas van Wolfhaag via Schuttebergsweg,De Pas van Wolfhaag via Schuttebergsweg is 1.9 kilometer lang.,Het gemiddelde stijgingspercentage van de Pas van Wolfhaag via Schuttebergsweg is 5.1%.,De steilste 100 meter van de Pas van Wolfhaag via Schuttebergsweg zijn gemiddeld 10.1%.,De top van de Pas van Wolfhaag via Schuttebergsweg ligt op 274 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:15:54 over de Pas van Wolfhaag via Schuttebergsweg. Bij 11 km/u is de tijd 00:10:07 en bij 15 km/u 00:07:25. Voor de snelste fietsers is 00:05:51 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/wolfhaag
Heiweg vanuit Mesch,De Heiweg vanuit Mesch is 1.6 kilometer lang.,Het gemiddelde stijgingspercentage van de Heiweg vanuit Mesch is 3.9%.,De steilste 100 meter van de Heiweg vanuit Mesch zijn gemiddeld 8.1%.,De top van de Heiweg vanuit Mesch ligt op 133 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:13:33 over de Heiweg vanuit Mesch. Bij 11 km/u is de tijd 00:08:37 en bij 15 km/u 00:06:19. Voor de snelste fietsers is 00:04:59 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/heiweg
Pannisberg vanuit Vijlen,De Pannisberg vanuit Vijlen is 3.4 kilometer lang.,Het gemiddelde stijgingspercentage van de Pannisberg vanuit Vijlen is 4%.,De steilste 100 meter van de Pannisberg vanuit Vijlen zijn gemiddeld 8%.,De top van de Pannisberg vanuit Vijlen ligt op 290 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:29:00 over de Pannisberg vanuit Vijlen. Bij 11 km/u is de tijd 00:18:27 en bij 15 km/u 00:13:32. Voor de snelste fietsers is 00:10:41 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/pannisberg
Col du St. Jean / Sint Jansberg vanuit Milsbeek,De Col du St. Jean / Sint Jansberg vanuit Milsbeek is 0.5 kilometer lang.,Het gemiddelde stijgingspercentage van de Col du St. Jean / Sint Jansberg vanuit Milsbeek is 5.8%.,De steilste 100 meter van de Col du St. Jean / Sint Jansberg vanuit Milsbeek zijn gemiddeld 11.5%.,De top van de Col du St. Jean / Sint Jansberg vanuit Milsbeek ligt op 44 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:04:24 over de Col du St. Jean / Sint Jansberg vanuit Milsbeek. Bij 11 km/u is de tijd 00:02:48 en bij 15 km/u 00:02:03. Voor de snelste fietsers is 00:01:37 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/sint-jansberg
Amersfoortse Berg via Hugo de Grootlaan,De Amersfoortse Berg via Hugo de Grootlaan is 0.7 kilometer lang.,Het gemiddelde stijgingspercentage van de Amersfoortse Berg via Hugo de Grootlaan is 4.7%.,De steilste 100 meter van de Amersfoortse Berg via Hugo de Grootlaan zijn gemiddeld 6.2%.,De top van de Amersfoortse Berg via Hugo de Grootlaan ligt op 43 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:05:58 over de Amersfoortse Berg via Hugo de Grootlaan. Bij 11 km/u is de tijd 00:03:48 en bij 15 km/u 00:02:47. Voor de snelste fietsers is 00:02:12 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/amersfoortse-berg
Lange Raarberg via Humcoverstraat,De Lange Raarberg via Humcoverstraat is 1.8 kilometer lang.,Het gemiddelde stijgingspercentage van de Lange Raarberg via Humcoverstraat is 3.8%.,De steilste 100 meter van de Lange Raarberg via Humcoverstraat zijn gemiddeld 6.8%.,De top van de Lange Raarberg via Humcoverstraat ligt op 126 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:15:13 over de Lange Raarberg via Humcoverstraat. Bij 11 km/u is de tijd 00:09:41 en bij 15 km/u 00:07:06. Voor de snelste fietsers is 00:05:36 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/lange-raarberg
Kruisberg vanuit Nijswiller,De Kruisberg vanuit Nijswiller is 1 kilometer lang.,Het gemiddelde stijgingspercentage van de Kruisberg vanuit Nijswiller is 5%.,De steilste 100 meter van de Kruisberg vanuit Nijswiller zijn gemiddeld 11.9%.,De top van de Kruisberg vanuit Nijswiller ligt op 166 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:08:45 over de Kruisberg vanuit Nijswiller. Bij 11 km/u is de tijd 00:05:34 en bij 15 km/u 00:04:05. Voor de snelste fietsers is 00:03:13 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/kruisberg-nijswiller
Daalhemerweg vanuit Valkenburg,De Daalhemerweg vanuit Valkenburg is 1.9 kilometer lang.,Het gemiddelde stijgingspercentage van de Daalhemerweg vanuit Valkenburg is 3.5%.,De steilste 100 meter van de Daalhemerweg vanuit Valkenburg zijn gemiddeld 7.3%.,De top van de Daalhemerweg vanuit Valkenburg ligt op 151 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:16:09 over de Daalhemerweg vanuit Valkenburg. Bij 11 km/u is de tijd 00:10:16 en bij 15 km/u 00:07:32. Voor de snelste fietsers is 00:05:57 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/daalhemmerweg
Tafelberg vanuit Ellecom,De Tafelberg vanuit Ellecom is 9.4 kilometer lang.,Het gemiddelde stijgingspercentage van de Tafelberg vanuit Ellecom is 1.4%.,De steilste 100 meter van de Tafelberg vanuit Ellecom zijn gemiddeld 9%.,De top van de Tafelberg vanuit Ellecom ligt op 104 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 01:20:54 over de Tafelberg vanuit Ellecom. Bij 11 km/u is de tijd 00:51:29 en bij 15 km/u 00:37:45. Voor de snelste fietsers is 00:29:48 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/tafelberg-ellecom
